id,description,hint,difficulty,volume,chapter,section
Lost Solutions from Division,Solutions that may be eliminated when dividing both sides of an equation by an expression containing the dependent variable.,"Before dividing by a function of y, check if setting that function to zero gives an equilibrium solution.",2,2,Introduction to Differential Equations,2.3 Separable Equations
Applying Initial Conditions to Separable DEs,Using given initial values to determine the specific constant and find a particular solution to a separable equation.,Substitute the initial condition values into your general solution to solve for the constant C.,1,2,Introduction to Differential Equations,2.3 Separable Equations
Logistic Differential Equation,A first-order differential equation of the form dP/dt = rP(1 - P/K) modeling growth with carrying capacity.,Identify the growth rate r and carrying capacity K from the equation structure before attempting to solve.,1,2,Introduction to Differential Equations,2.4 The Logistic Equation
Carrying Capacity K,The maximum population size that an environment can sustain indefinitely in the logistic model.,Look for the value that makes the growth rate zero when P equals that value.,1,2,Introduction to Differential Equations,2.4 The Logistic Equation
Intrinsic Growth Rate r,The parameter representing the maximum per capita growth rate when population is small in the logistic model.,This is the coefficient that determines how quickly the population approaches carrying capacity.,1,2,Introduction to Differential Equations,2.4 The Logistic Equation
Partial Fraction Decomposition for Logistic,The technique of decomposing 1/(P(1-P/K)) into partial fractions to separate and integrate the logistic equation.,Write 1/(P(K-P)) as A/P + B/(K-P) and solve for coefficients A and B.,2,2,Introduction to Differential Equations,2.4 The Logistic Equation
Logistic Solution Formula,The explicit solution P(t) = K/(1 + Ae^(-rt)) derived from solving the logistic differential equation.,"Use the initial condition P(0) = P₀ to find A = (K - P₀)/P₀, then substitute back.",2,2,Introduction to Differential Equations,2.4 The Logistic Equation
Inflection Point in Logistic Growth,"The point where population growth rate changes from increasing to decreasing, occurring at P = K/2.",Find where d²P/dt² = 0 by differentiating the logistic equation; maximum growth occurs at half the carrying capacity.,2,2,Introduction to Differential Equations,2.4 The Logistic Equation
Logistic Growth Phase Analysis,"Understanding the three phases: slow initial growth, rapid exponential-like growth near K/2, and slow approach to K.",Sketch the S-shaped curve and identify where dP/dt is largest by examining the factor P(1-P/K).,2,2,Introduction to Differential Equations,2.4 The Logistic Equation
Equilibrium Solutions of Logistic Equation,"The constant solutions P = 0 and P = K where dP/dt = 0, representing stable and unstable equilibria.",Set dP/dt = 0 and solve; P = K is stable (solutions approach it) while P = 0 is unstable.,2,2,Introduction to Differential Equations,2.4 The Logistic Equation
Standard Form of First-Order Linear DE,"A first-order differential equation written as dy/dx + P(x)y = Q(x), where P and Q are functions of x only.","Rearrange your equation so all y-terms are on the left with dy/dx, and move everything else to the right side.",1,2,Introduction to Differential Equations,2.5 First-order Linear Equations
Integrating Factor Method,A technique using μ(x) = e^(∫P(x)dx) to convert a linear DE into an exact form that can be integrated directly.,"First find P(x) from standard form, then compute the integrating factor by integrating P and exponentiating the result.",2,2,Introduction to Differential Equations,2.5 First-order Linear Equations
Computing the Integrating Factor,The process of calculating μ(x) = e^(∫P(x)dx) where the constant of integration can be omitted.,You can ignore the constant C when finding ∫P(x)dx because it cancels out in the exponential.,2,2,Introduction to Differential Equations,2.5 First-order Linear Equations
Product Rule Recognition in Linear DEs,Identifying that μ(x)(dy/dx) + μ(x)P(x)y equals d/dx[μ(x)y] after multiplying by the integrating factor.,"After multiplying by μ(x), the left side should look like the derivative of a product—that's the key insight.",2,2,Introduction to Differential Equations,2.5 First-order Linear Equations
Solving After Integrating Factor,The process of integrating both sides of d/dx[μ(x)y] = μ(x)Q(x) and solving for y.,"After recognizing the product derivative form, integrate both sides with respect to x and don't forget the constant of integration.",2,2,Introduction to Differential Equations,2.5 First-order Linear Equations
Linear vs Nonlinear DE Classification,"Determining if a DE is linear by checking if y and its derivatives appear to the first power only, with no products or nonlinear functions of y.","Check if y appears in products like y·y', inside functions like sin(y), or with powers like y²—any of these make it nonlinear.",1,2,Introduction to Differential Equations,2.5 First-order Linear Equations
Initial Condition Application for Linear DEs,"Using a given point (x₀, y₀) to determine the constant of integration after solving a first-order linear equation.",Substitute your initial values into the general solution and solve for C algebraically.,1,2,Introduction to Differential Equations,2.5 First-order Linear Equations
Bernoulli Equation Transformation,Converting a Bernoulli equation dy/dx + P(x)y = Q(x)y^n to linear form using the substitution v = y^(1-n).,"First identify n from the y^n term, then substitute v = y^(1-n) and use the chain rule to transform dy/dx.",3,2,Introduction to Differential Equations,2.5 First-order Linear Equations
Sequence Definition,"A sequence is an ordered list of numbers a₁, a₂, a₃, ... defined by a function from positive integers to real numbers.","Think of a sequence as a function where the input is n (1, 2, 3, ...) and the output is aₙ.",1,2,Sequences and Series,3.1 Sequences
Explicit Formula for Sequences,"A formula that directly expresses the nth term aₙ in terms of n, like aₙ = 1/n or aₙ = 2ⁿ.","To find a₅, simply substitute n=5 into your formula aₙ.",1,2,Sequences and Series,3.1 Sequences
Recursive Formula for Sequences,"A formula that defines each term using previous terms, like aₙ₊₁ = 2aₙ with a₁ = 3.",Start with the initial term and apply the recursion rule repeatedly to build later terms.,2,2,Sequences and Series,3.1 Sequences
Limit of a Sequence,"A sequence {aₙ} converges to limit L if for every ε > 0, there exists N such that |aₙ - L| < ε for all n ≥ N.",Ask yourself: what value does aₙ approach as n gets arbitrarily large?,2,2,Sequences and Series,3.1 Sequences
Convergent vs Divergent Sequences,A sequence converges if its limit exists and is finite; otherwise it diverges (including oscillation or approaching infinity).,"Calculate lim(n→∞) aₙ; if you get a finite number, the sequence converges.",2,2,Sequences and Series,3.1 Sequences
Bounded Sequences,A sequence is bounded if there exist numbers M and m such that m ≤ aₙ ≤ M for all n.,"Check if all terms stay within some fixed interval [m, M]; graph several terms to visualize.",2,2,Sequences and Series,3.1 Sequences
Monotonic Sequences,A sequence is monotonic if it is either always increasing (aₙ₊₁ ≥ aₙ) or always decreasing (aₙ₊₁ ≤ aₙ).,Compare consecutive terms or check if aₙ₊₁ - aₙ has constant sign.,2,2,Sequences and Series,3.1 Sequences
Monotone Convergence Theorem,A bounded monotonic sequence always converges to a finite limit.,"If your sequence is both bounded and monotonic, you can guarantee convergence without finding the exact limit.",3,2,Sequences and Series,3.1 Sequences
Sequence Limit Laws,"Limits of sequences follow algebraic rules: lim(aₙ + bₙ) = lim(aₙ) + lim(bₙ), and similar for products and quotients.","Break complex sequences into simpler parts whose limits you know, then combine using limit laws.",2,2,Sequences and Series,3.1 Sequences
Infinite Series Definition,"An infinite series is the sum of the terms of an infinite sequence, written as Σ(n=1 to ∞) aₙ.",Think of a series as adding up all terms of a sequence one after another without stopping.,1,2,Sequences and Series,3.2 Infinite Series
Partial Sum of Series,The nth partial sum Sₙ is the sum of the first n terms of a series: Sₙ = Σ(k=1 to n) aₖ.,"Calculate S₁, S₂, S₃ by hand to see the pattern before looking at the limit.",1,2,Sequences and Series,3.2 Infinite Series
Convergence of Infinite Series,A series Σaₙ converges if the sequence of partial sums {Sₙ} converges to a finite limit L.,Check if your partial sums approach a specific number as n increases without bound.,2,2,Sequences and Series,3.2 Infinite Series
Geometric Series,A geometric series has the form Σ(n=0 to ∞) arⁿ and converges to a/(1-r) when |r| < 1.,"Identify the first term a and common ratio r, then check if |r| < 1 before using the formula.",2,2,Sequences and Series,3.2 Infinite Series
nth Term Test for Divergence,"If lim(n→∞) aₙ ≠ 0 or does not exist, then the series Σaₙ diverges.","Always check this test first—it's the easiest way to prove divergence, but can't prove convergence.",2,2,Sequences and Series,3.2 Infinite Series
Harmonic Series,The harmonic series Σ(n=1 to ∞) 1/n diverges despite its terms approaching zero.,This classic counterexample shows that lim aₙ = 0 does not guarantee convergence.,2,2,Sequences and Series,3.2 Infinite Series
Telescoping Series,"A telescoping series has partial sums where intermediate terms cancel, leaving only first and last terms.",Write out several partial sums explicitly to identify which terms cancel in the middle.,2,2,Sequences and Series,3.2 Infinite Series
Properties of Convergent Series,"If Σaₙ and Σbₙ converge, then Σ(aₙ ± bₙ) converges and Σ(caₙ) converges for any constant c.","You can add convergent series term-by-term and factor out constants, just like finite sums.",2,2,Sequences and Series,3.2 Infinite Series
Divergence Test for Series,"If the limit of the nth term is not zero, then the series diverges.","Check if lim(n→∞) aₙ = 0; if not, the series must diverge immediately.",1,2,Sequences and Series,3.3 The Divergence and Integral Tests
Integral Test for Series Convergence,"A series converges if and only if the corresponding improper integral converges, when the function is positive, continuous, and decreasing.",Replace the sum with an integral from 1 to infinity and check if that improper integral converges.,2,2,Sequences and Series,3.3 The Divergence and Integral Tests
Conditions for Integral Test,"The function f(x) must be positive, continuous, and decreasing on [1,∞) for the integral test to apply.","Verify all three conditions before applying the integral test: check positivity, continuity, and take the derivative to confirm decreasing.",2,2,Sequences and Series,3.3 The Divergence and Integral Tests
p-Series Test,The series Σ(1/n^p) converges if p > 1 and diverges if p ≤ 1.,Identify the exponent p in the denominator; convergence depends solely on whether p exceeds 1.,1,2,Sequences and Series,3.3 The Divergence and Integral Tests
Estimating Series with Integrals,The remainder of a series can be bounded using integrals when the integral test conditions hold.,Use the integral of f from n+1 to infinity to bound the tail of the series after n terms.,3,2,Sequences and Series,3.3 The Divergence and Integral Tests
Improper Integral Evaluation for Series,Evaluating the improper integral ∫₁^∞ f(x)dx determines whether the corresponding series converges.,"Set up the limit as b→∞ of the definite integral from 1 to b, then evaluate the antiderivative.",2,2,Sequences and Series,3.3 The Divergence and Integral Tests
Comparison of Series and Integrals,A series can be visualized as rectangles approximating the area under the curve of its corresponding function.,Sketch the decreasing function and rectangles to see why the series and integral have the same convergence behavior.,2,2,Sequences and Series,3.3 The Divergence and Integral Tests
Direct Comparison Test,"If 0 ≤ aₙ ≤ bₙ for all n, then Σbₙ converges implies Σaₙ converges, and Σaₙ diverges implies Σbₙ diverges.","Find a larger series that converges or a smaller series that diverges, then verify the inequality holds for all terms.",1,2,Sequences and Series,3.4 Comparison Tests
Choosing Comparison Series,"Selecting an appropriate known series (geometric, p-series, or harmonic) to compare with the given series.","Identify the dominant term in aₙ as n→∞, then construct a geometric or p-series that matches that behavior.",1,2,Sequences and Series,3.4 Comparison Tests
Verifying Inequality Conditions,Proving algebraically that 0 ≤ aₙ ≤ bₙ holds for all n beyond some N.,"Factor, simplify, or estimate each term carefully, and remember you only need the inequality to hold eventually, not necessarily for small n.",1,2,Sequences and Series,3.4 Comparison Tests
Limit Comparison Test,"If lim(n→∞) aₙ/bₙ = L where 0 < L < ∞, then Σaₙ and Σbₙ either both converge or both diverge.","When terms are too complicated to compare directly, compute the limit of their ratio instead of establishing inequalities.",1,2,Sequences and Series,3.4 Comparison Tests
Handling Limit Forms in LCT,Evaluating limits of ratios aₙ/bₙ using algebraic manipulation or L'Hôpital's rule for corresponding functions.,"Divide numerator and denominator by the highest power of n, or convert to continuous functions and apply L'Hôpital's rule.",1,2,Sequences and Series,3.4 Comparison Tests
Selecting Dominant Terms,Identifying the fastest-growing terms in numerator and denominator to simplify series comparison.,"As n→∞, polynomial terms dominate constants, exponentials dominate polynomials, and factorials dominate exponentials.",1,2,Sequences and Series,3.4 Comparison Tests
Comparison Test Inconclusive Cases,"Recognizing when comparison tests fail: when L=0 or L=∞ in LCT, or when inequality goes the wrong direction in DCT.","If your comparison gives L=0 or L=∞, try a different comparison series; you need 0 < L < ∞ for the Limit Comparison Test.",1,2,Sequences and Series,3.4 Comparison Tests
Rational Function Series Strategy,"For series with rational functions, comparing to p-series based on the degree difference between numerator and denominator.","If numerator has degree m and denominator has degree n, compare to 1/n^(n-m); it converges when n-m > 1.",1,2,Sequences and Series,3.4 Comparison Tests
Alternating Series Definition,"An infinite series whose terms alternate in sign, typically written as ∑(-1)^n·b_n or ∑(-1)^(n+1)·b_n where b_n > 0.",Look for the (-1)^n factor that flips the sign of each successive term.,1,2,Sequences and Series,3.5 Alternating Series
Alternating Series Test,"A series ∑(-1)^n·b_n converges if b_n is decreasing, positive, and lim(n→∞) b_n = 0.","Check all three conditions: positive terms, decreasing sequence, and limit zero—all must hold.",2,2,Sequences and Series,3.5 Alternating Series
Decreasing Sequence Verification,"Showing b_(n+1) ≤ b_n for all n, often using derivatives or algebraic manipulation.","Try comparing b_(n+1) to b_n directly, or use f'(x) < 0 where f(n) = b_n.",2,2,Sequences and Series,3.5 Alternating Series
Alternating Series Remainder,The error |S - S_N| when approximating alternating series sum S by partial sum S_N is bounded by |b_(N+1)|.,The first omitted term gives you the maximum error—no need to compute all remaining terms.,2,2,Sequences and Series,3.5 Alternating Series
Absolute Convergence,A series ∑a_n converges absolutely if ∑|a_n| converges.,"Remove all negative signs and test the resulting positive series with comparison, ratio, or other tests.",2,2,Sequences and Series,3.5 Alternating Series
Conditional Convergence,A series ∑a_n converges conditionally if it converges but ∑|a_n| diverges.,"First verify the original series converges (often by Alternating Series Test), then show the absolute version diverges.",3,2,Sequences and Series,3.5 Alternating Series
Absolute vs Conditional Distinction,"Understanding that absolute convergence implies convergence, but conditional convergence is weaker.","If ∑|a_n| converges, you're done—the original series converges; otherwise check if it's conditionally convergent.",2,2,Sequences and Series,3.5 Alternating Series
Alternating Harmonic Series,The series ∑(-1)^(n+1)/n = 1 - 1/2 + 1/3 - 1/4 + ... which converges conditionally to ln(2).,This is the classic example: converges by Alternating Series Test but diverges absolutely since it's the harmonic series.,1,2,Sequences and Series,3.5 Alternating Series
Ratio Test for Series,"A convergence test that examines the limit of the ratio of consecutive terms |a_{n+1}/a_n| to determine if a series converges absolutely, diverges, or is inconclusive.","Calculate L = lim(n→∞)|a_{n+1}/a_n|: if L<1 converges absolutely, L>1 diverges, L=1 inconclusive.",1,2,Sequences and Series,3.6 Ratio and Root Tests
Root Test for Series,A convergence test that examines the limit of the nth root of absolute terms lim(n→∞)|a_n|^(1/n) to determine absolute convergence or divergence.,"Calculate L = lim(n→∞)|a_n|^(1/n): if L<1 converges absolutely, L>1 diverges, L=1 inconclusive.",1,2,Sequences and Series,3.6 Ratio and Root Tests
Factorial Terms in Series,"Series containing factorial expressions n! in numerator or denominator, which grow extremely rapidly and often make the Ratio Test effective.","When you see factorials, use Ratio Test because (n+1)!/n! simplifies to (n+1).",1,2,Sequences and Series,3.6 Ratio and Root Tests
Exponential Terms in Series,"Series containing exponential expressions like r^n where the base changes with n, making the Ratio or Root Test particularly effective.","For series with r^n where r varies with n, try Root Test to extract the base directly.",1,2,Sequences and Series,3.6 Ratio and Root Tests
Ratio Test Inconclusive Cases,"When the Ratio Test yields L=1, the test provides no information and another convergence test must be applied.","If Ratio Test gives L=1, try Comparison Test, Integral Test, or p-Series Test instead.",1,2,Sequences and Series,3.6 Ratio and Root Tests
Simplifying Consecutive Term Ratios,The algebraic technique of simplifying |a_{n+1}/a_n| by canceling common factors and reducing expressions before taking limits.,"Before taking the limit, cancel factorials using (n+1)!/n! = n+1 and simplify exponentials using laws of exponents.",1,2,Sequences and Series,3.6 Ratio and Root Tests
Root Test for Exponential Growth,The Root Test is particularly efficient for series where terms have the form (f(n))^n because the nth root directly extracts f(n).,"If your term looks like (expression)^n, Root Test will reduce |a_n|^(1/n) to just |expression|.",1,2,Sequences and Series,3.6 Ratio and Root Tests
Choosing Between Ratio and Root Tests,"The strategic decision of which test to apply based on series structure: Ratio Test for factorials and products, Root Test for exponential forms.",Use Ratio Test for factorials or products of terms; use Root Test when the entire term is raised to the nth power.,1,2,Sequences and Series,3.6 Ratio and Root Tests
Power Series Definition,An infinite series of the form Σ(n=0 to ∞) cₙ(x-a)ⁿ where cₙ are coefficients and a is the center.,Start by identifying the coefficients cₙ and the center point a in your series.,1,2,Power Series,4.1 Power Series and Functions
Radius of Convergence,The value R such that a power series converges for |x-a| < R and diverges for |x-a| > R.,Apply the ratio test or root test to |cₙ(x-a)ⁿ| to find where the limit is less than 1.,2,2,Power Series,4.1 Power Series and Functions
Interval of Convergence,"The set of all x-values for which a power series converges, including endpoint behavior.","After finding the radius R, separately test convergence at both endpoints x = a-R and x = a+R.",2,2,Power Series,4.1 Power Series and Functions
Power Series as Functions,A power series defines a function f(x) = Σcₙ(x-a)ⁿ on its interval of convergence.,Evaluate the function by substituting specific x-values within the interval of convergence.,1,2,Power Series,4.1 Power Series and Functions
Term-by-Term Differentiation of Power Series,A power series can be differentiated term-by-term: d/dx[Σcₙ(x-a)ⁿ] = Σn·cₙ(x-a)ⁿ⁻¹ within its radius of convergence.,"Differentiate each term separately using the power rule, noting the radius of convergence stays the same.",2,2,Power Series,4.1 Power Series and Functions
Term-by-Term Integration of Power Series,A power series can be integrated term-by-term: ∫Σcₙ(x-a)ⁿdx = C + Σ[cₙ/(n+1)](x-a)ⁿ⁺¹ within its radius of convergence.,"Integrate each term using the power rule for integrals, remembering to add a constant of integration.",2,2,Power Series,4.1 Power Series and Functions
Endpoint Convergence Testing,The process of separately testing convergence at x = a-R and x = a+R using appropriate series tests.,Substitute each endpoint value into the series and apply tests like alternating series test or p-series test.,2,2,Power Series,4.1 Power Series and Functions
Centered Power Series at x=0,A power series of the form Σcₙxⁿ centered at the origin (Maclaurin-type form).,"When the center a=0, simplify by writing the series as Σcₙxⁿ and test |x| < R.",1,2,Power Series,4.1 Power Series and Functions
Algebra of Power Series,"Power series can be added, subtracted, and multiplied term-by-term within their common interval of convergence.","Find where both series converge, then combine coefficients of like powers of x.",1,2,Power Series,4.2 Properties of Power Series
Convergence Preservation in Operations,Algebraic operations on power series preserve convergence within the smaller radius of convergence.,The resulting series converges at least where both original series converge simultaneously.,2,2,Power Series,4.2 Properties of Power Series
Substitution in Power Series,Replacing the variable in a power series with another expression to generate new series representations.,"Substitute the expression for x everywhere, then simplify and check the new interval of convergence.",2,2,Power Series,4.2 Properties of Power Series
Differentiation Preserves Radius,Term-by-term differentiation of a power series maintains the same radius of convergence but may affect endpoint behavior.,"The radius stays the same, but always recheck convergence at the endpoints after differentiating.",3,2,Power Series,4.2 Properties of Power Series
Integration Preserves Radius,Term-by-term integration of a power series maintains the same radius of convergence but may affect endpoint behavior.,"The radius stays the same, but always recheck convergence at the endpoints after integrating.",3,2,Power Series,4.2 Properties of Power Series
Finding Function Representations,Using known power series and algebraic operations to represent new functions as power series.,"Start with geometric series or known expansions, then apply substitution, differentiation, or integration.",3,2,Power Series,4.2 Properties of Power Series
Uniqueness of Power Series,"If a function equals a power series on an interval, the coefficients are uniquely determined by the function's derivatives.",Two different power series cannot represent the same function on an interval around their center.,2,2,Power Series,4.2 Properties of Power Series
Combining Series Representations,"Using addition, multiplication, and composition to build complex function representations from simpler power series.","Break the target function into operations on functions with known series, then combine appropriately.",3,2,Power Series,4.2 Properties of Power Series
Taylor Series Definition,An infinite series representation of a function as a sum of terms calculated from the function's derivatives at a single point.,Start with the general formula: f(x) = Σ(f^(n)(a)/n!)(x-a)^n and identify what each part means for your specific function.,1,2,Power Series,4.3 Taylor and Maclaurin Series
Maclaurin Series Definition,"A Taylor series centered at a=0, given by f(x) = Σ(f^(n)(0)/n!)(x^n).",This is just a Taylor series with a=0; compute derivatives at zero to find coefficients.,1,2,Power Series,4.3 Taylor and Maclaurin Series
Computing Taylor Coefficients,Finding the nth coefficient of a Taylor series by evaluating the nth derivative at the center point and dividing by n factorial.,"Calculate f'(a), f''(a), f'''(a), etc., then divide each by the corresponding factorial to get each coefficient.",2,2,Power Series,4.3 Taylor and Maclaurin Series
Common Maclaurin Series,"Standard Maclaurin series for elementary functions including e^x, sin(x), cos(x), and 1/(1-x).","Memorize the basic series for e^x, sin(x), cos(x), and geometric series; you'll use them to build more complex ones.",1,2,Power Series,4.3 Taylor and Maclaurin Series
Taylor Polynomial Approximation,Using the first n+1 terms of a Taylor series as a polynomial approximation T_n(x) to the original function.,Truncate the infinite series after the x^n term to get a manageable polynomial that approximates your function near the center.,2,2,Power Series,4.3 Taylor and Maclaurin Series
Taylor Remainder Theorem,"A formula for the error R_n(x) between a function and its nth Taylor polynomial, often expressed using the (n+1)st derivative.",The remainder tells you how far off your polynomial approximation is; bound it by finding the maximum of |f^(n+1)| on your interval.,3,2,Power Series,4.3 Taylor and Maclaurin Series
Manipulating Known Series,"Creating new Taylor series by performing algebraic operations, substitution, differentiation, or integration on known series.","Start with a series you know (like e^x or geometric series), then substitute, differentiate, or integrate term-by-term to match your target function.",2,2,Power Series,4.3 Taylor and Maclaurin Series
Interval of Convergence for Taylor Series,Determining the set of x-values for which a Taylor series converges to the function it represents.,"Use the ratio test or other convergence tests you already know, then check endpoints separately if needed.",2,2,Power Series,4.3 Taylor and Maclaurin Series
Substituting into Known Taylor Series,Replacing the variable in a known Taylor series with another expression to find new series representations.,"Identify the known series pattern, substitute your expression for x, then simplify each term carefully.",1,2,Power Series,4.4 Working with Taylor Series
Taylor Series for Composite Functions,Finding Taylor series by substituting expressions like x² or -x into standard series like eˣ or sin(x).,"Start with the standard series, replace every occurrence of x with your new expression, then adjust the radius of convergence.",2,2,Power Series,4.4 Working with Taylor Series
Multiplying Taylor Series,Finding the product of two power series by multiplying terms and collecting like powers.,"Multiply the first few terms from each series, group terms with the same power of x, and look for a pattern.",2,2,Power Series,4.4 Working with Taylor Series
Dividing Taylor Series,Finding the quotient of two power series by long division or algebraic manipulation.,"Use long division of polynomials technique, or multiply numerator by the reciprocal series if you know it.",3,2,Power Series,4.4 Working with Taylor Series
Term-by-Term Differentiation for New Series,Finding Taylor series by differentiating a known series representation term by term.,"Differentiate each term of the known series, remember to adjust coefficients and powers according to the power rule.",2,2,Power Series,4.4 Working with Taylor Series
Term-by-Term Integration for New Series,Finding Taylor series by integrating a known series representation term by term and adding a constant.,"Integrate each term separately, increase each power by 1 and divide by the new power, then determine the constant from initial conditions.",2,2,Power Series,4.4 Working with Taylor Series
Taylor Series for Definite Integrals,Evaluating definite integrals by integrating a Taylor series term by term within its interval of convergence.,"Replace the integrand with its Taylor series, integrate term by term, then substitute the limits into the resulting series.",3,2,Power Series,4.4 Working with Taylor Series
Solving Differential Equations with Series,Finding power series solutions to differential equations by substituting a series and matching coefficients.,"Assume a solution is a power series, substitute it and its derivatives into the equation, then equate coefficients of like powers.",4,2,Power Series,4.4 Working with Taylor Series
Parametric Equations Definition,A pair of equations x=f(t) and y=g(t) that express coordinates as functions of a parameter t.,Think of t as time and trace how a point moves as t changes from one value to another.,1,3,Parametric Equations and Polar Coordinates,1.1 Parametric Equations
Parameter Elimination,Solving for t in one parametric equation and substituting into the other to obtain a Cartesian equation y=F(x).,"Isolate t from the simpler equation first, then substitute that expression into the other equation.",2,3,Parametric Equations and Polar Coordinates,1.1 Parametric Equations
Parametric Curve Orientation,The direction a curve is traced as the parameter t increases.,"Plot points for increasing values of t (like t=0, 1, 2) and draw arrows showing the path direction.",2,3,Parametric Equations and Polar Coordinates,1.1 Parametric Equations
Parametric Equations for Circles,"Standard form x=h+r·cos(t), y=k+r·sin(t) describes a circle with center (h,k) and radius r.",Use the Pythagorean identity cos²(t)+sin²(t)=1 to verify the curve is a circle.,2,3,Parametric Equations and Polar Coordinates,1.1 Parametric Equations
Parametric Equations for Lines,"Linear parametric form x=x₀+at, y=y₀+bt describes a line through (x₀,y₀) with direction vector ⟨a,b⟩.","Eliminate t to find slope m=b/a if a≠0, or recognize vertical line if a=0.",2,3,Parametric Equations and Polar Coordinates,1.1 Parametric Equations
Multiple Parametrizations Same Curve,Different parametric equations can describe the same geometric curve with different speeds or orientations.,"After elimination, check if you get the same Cartesian equation and compare orientations for specific t values.",3,3,Parametric Equations and Polar Coordinates,1.1 Parametric Equations
Domain Restrictions in Parametric Form,The interval for parameter t determines which portion of a curve is traced.,Evaluate the parametric equations at the endpoints of the t-interval to find where the curve starts and stops.,2,3,Parametric Equations and Polar Coordinates,1.1 Parametric Equations
Converting Cartesian to Parametric,Expressing a Cartesian equation as parametric equations by choosing x=t or y=t and solving for the other variable.,"Let x=t, then solve for y in terms of t, or choose a parametrization that simplifies the given equation.",2,3,Parametric Equations and Polar Coordinates,1.1 Parametric Equations
Derivatives of Parametric Equations,"Finding dy/dx for curves defined by x=f(t), y=g(t) using the formula dy/dx = (dy/dt)/(dx/dt).","Differentiate both x and y with respect to t separately, then divide dy/dt by dx/dt.",1,3,Parametric Equations and Polar Coordinates,1.2 Calculus of Parametric Curves
Second Derivative of Parametric Curves,Computing d²y/dx² for parametric curves using the formula d²y/dx² = (d/dt(dy/dx))/(dx/dt).,"First find dy/dx, then differentiate that result with respect to t and divide by dx/dt again.",2,3,Parametric Equations and Polar Coordinates,1.2 Calculus of Parametric Curves
Arc Length of Parametric Curves,Finding the length of a parametric curve from t=a to t=b using the integral √[(dx/dt)² + (dy/dt)²] dt.,"Square both derivatives, add them, take the square root, and integrate over the parameter interval.",2,3,Parametric Equations and Polar Coordinates,1.2 Calculus of Parametric Curves
Surface Area of Revolution Parametric,Computing surface area when revolving a parametric curve around an axis using 2π times radius times arc length element.,"Identify which variable (x or y) is the radius, multiply by the parametric arc length formula, and integrate.",3,3,Parametric Equations and Polar Coordinates,1.2 Calculus of Parametric Curves
Tangent Lines to Parametric Curves,Finding equations of tangent lines at specific parameter values using the parametric derivative dy/dx.,"Evaluate both x(t) and y(t) at the given t to get a point, then find dy/dx at that t for the slope.",1,3,Parametric Equations and Polar Coordinates,1.2 Calculus of Parametric Curves
Horizontal and Vertical Tangents Parametric,"Identifying where parametric curves have horizontal tangents (dy/dt=0, dx/dt≠0) or vertical tangents (dx/dt=0, dy/dt≠0).",Horizontal tangents occur when the numerator dy/dt equals zero; vertical when the denominator dx/dt equals zero.,2,3,Parametric Equations and Polar Coordinates,1.2 Calculus of Parametric Curves
Concavity of Parametric Curves,Determining concavity using the sign of d²y/dx² for parametric equations.,"If d²y/dx² is positive, the curve is concave up; if negative, concave down at that parameter value.",2,3,Parametric Equations and Polar Coordinates,1.2 Calculus of Parametric Curves
Polar Coordinate System,A coordinate system where each point is determined by a distance r from the origin and an angle θ from the positive x-axis.,"Draw a point, measure its distance from origin (r) and angle counterclockwise from the positive x-axis (θ).",1,3,Parametric Equations and Polar Coordinates,1.3 Polar Coordinates
Converting Polar to Cartesian,Using the formulas x = r cos(θ) and y = r sin(θ) to convert polar coordinates to rectangular coordinates.,"Remember that x equals r times cosine of theta, and y equals r times sine of theta.",2,3,Parametric Equations and Polar Coordinates,1.3 Polar Coordinates
Converting Cartesian to Polar,Using r² = x² + y² and tan(θ) = y/x to convert rectangular coordinates to polar form.,"Find r using the Pythagorean theorem, then find θ using arctangent while checking the quadrant.",2,3,Parametric Equations and Polar Coordinates,1.3 Polar Coordinates
Polar Equations of Curves,Equations of the form r = f(θ) that describe curves in the polar coordinate system.,Plug in different θ values to find corresponding r values and plot points to see the curve shape.,2,3,Parametric Equations and Polar Coordinates,1.3 Polar Coordinates
Symmetry in Polar Graphs,"Testing polar equations for symmetry about the x-axis, y-axis, or origin by substituting -θ, π-θ, or -r.","Replace θ with -θ to test x-axis symmetry; if the equation stays the same, the graph is symmetric.",3,3,Parametric Equations and Polar Coordinates,1.3 Polar Coordinates
Common Polar Curves,"Standard polar curves including circles (r = a), cardioids (r = a(1 ± cos θ)), and rose curves (r = a cos(nθ)).","For cardioids, the plus or minus determines direction; for roses, n petals if n is odd, 2n if n is even.",3,3,Parametric Equations and Polar Coordinates,1.3 Polar Coordinates
Polar Derivatives dy/dx,Computing dy/dx for polar curves using dy/dx = (dr/dθ sin θ + r cos θ)/(dr/dθ cos θ - r sin θ).,Use the chain rule with x = r cos θ and y = r sin θ to find dy/dθ and dx/dθ first.,4,3,Parametric Equations and Polar Coordinates,1.3 Polar Coordinates
Tangent Lines to Polar Curves,Finding slopes and equations of tangent lines to curves given in polar form at specific points.,"Calculate dy/dx at the given θ value using the polar derivative formula, then use point-slope form.",4,3,Parametric Equations and Polar Coordinates,1.3 Polar Coordinates
Area Formula in Polar Coordinates,The area of a region bounded by a polar curve r=f(θ) from θ=α to θ=β is A = (1/2)∫[α to β] r² dθ.,"Square the radius function r(θ) first, then integrate; the 1/2 factor comes from the sector area formula.",1,3,Parametric Equations and Polar Coordinates,1.4 Area and Arc Length in Polar Coordinates
